category_code,category_label,parent_code,text
1C2,Turbomachinery / Propulsion Aerodynamics,1C0,"Turbomachinery / Propulsion Aerodynamics - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
The studies of turbomachinery aerodynamics aim to reduce the number of stages and the number of blades in keeping good performances in the thermodynamic cycle. The improvements of compressors and turbines are obtained in taking in account aerodynamic requirements but also mechanical and thermal constraints. For the aerodynamic part, the interactions between the stages are studied in order to evaluate the efficiency of the engine in all the flight envelope and to predict the phenomena onset at the limits of this domain : surging, rotating separation. The optimisation of the blades needs the knowledge of the geometrical effects like tip clearance on performances. - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Computational Fluid Dynamics_x000D_
_x000D_
2. Wind Tunnel Testing_x000D_
_x000D_
3. Tip clearance effect_x000D_
_x000D_
4. Heating flux_x000D_
_x000D_
5. surging_x000D_
_x000D_
6. Rotating stall"
1C9,Fuels and Lubricants,1C0,"Fuels and Lubricants - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
The evolutions have the same goals as those of propulsion turbines: increasing power per kilogram, decreasing fuel consumption, reducing costs through various ways (reduction of part counts, more efficient manufacturing process ,..)_x000D_
_x000D_
Another trend is the integration of APU in the broader platform system optimisation including the main power generation, and the main power consumers: in this scope some effective concepts have evolved such as the Integral Power Unit which is a machine integrating on a single shaft the former APU , the electrical generator_x000D_
_x000D_
and the ECS compressor and turbine . Such an IPU has a much longer operating time, and a broader operating domain that may open design options to variable cycle concepts. - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
In a jet engine, a lubricant has two main functions:_x000D_
_x000D_
1. lubricate rotating parts such as bearings and gears, to limit wear and friction_x000D_
_x000D_
2. evacuate the heat generated between these rotating parts_x000D_
_x000D_
Secondary functions can be mentioned, such as remove particles of wear or pollution and protect parts against corrosion."
1C3,Combustion,1C0,"Combustion - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Combustion in turbomachines is the mean to introduce energy in the system. The quality of the combustion has a direct influence upon a great number of factors and particularly the pollution through gaseous (NOx, CO, unburned hydrocarbons, ...) and soot emissions. The behaviour of the condensed phase (liquid kerosene) has a major impact on the location and the development of combustion and emission. Combustion is of the turbulent type. The accurate prediction of multiphase turbulent combustion supposes the mastering of turbulence itself. In particular, radiation cannot be anymore ignored as it redistributes energy in the volume and thus change the chemical kinetics. So the problem is still very opened and remains strategic considering the particular focus that is made upon pollution. For this study, experimental investigation with sophisticated diagnostic techniques and numerical simulation, averaged or unsteady, remain mandatory. Nitric oxides production being maximum at stoechiometric conditions, combustion processes at lean or rich conditions induce a deep evolution of the combustors. The catalytic combustion is a possible route but the use in aeronautical engines presents some difficulties like lifetime of catalytic substrates. - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. combustion efficiency_x000D_
_x000D_
2. injection : atomisation, vaporisation_x000D_
_x000D_
3. chemical kinetics_x000D_
_x000D_
4. turbulent combustion modelling_x000D_
_x000D_
5. radiative transfers_x000D_
_x000D_
6. stability_x000D_
_x000D_
7. ignition, extinction_x000D_
_x000D_
8. instabilities_x000D_
_x000D_
9. active control_x000D_
_x000D_
10. auto-ignition and flash-back_x000D_
_x000D_
11. gaseous emissions_x000D_
_x000D_
12. soots_x000D_
_x000D_
13. catalytic combustion_x000D_
_x000D_
14. diagnostics"
1C11,Engine Health Monitoring,1C0,"Engine Health Monitoring - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Engine health monitoring is the assessment of engine physical condition by monitoring and interpreting available engine instrumentation and operation cycles, in order to detect incipient trouble in advance of critical anomalies. Health monitoring techniques have evolved from flight engineer/pilot tasks through visual and tactile cues available on cockpit gages to automatically monitored data on on-board computer, transferred in real time or differed time to ground station for analysis._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 311) - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
Future trends are towards an increase in the sophistication of on-board and ground-based engine monitoring and maintenance systems including dedicated on-board diagnostic processors and algorithms, advanced diagnostics and prognostics instrumentation with fault accommodating logic . The ultimate vision is a combined monitoring system that applies prognostics within an engine health management system to allow aircraft operators to automatically track remaining life of engine component. In addition processing of signals such as vibrations and acoustic signature should be developed to identify and locate mechanical incipient failures ( disk or blade crack initiation, bearing wear,..)"
1C15,Electrical Power Generation & Distribution,1C0,"Electrical Power Generation & Distribution  - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Research and technology associated with the generation, distribution, integration and control of electrical power on board the aircraft, both AC and DC. The development of aircraft power technologies that are simple in design and have a wider range of application will result in lower acquisition and maintenance costs, and will facilitate the development of the More Electric Aircraft._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 417)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. System components. generators, alternators, converters, inverters, batteries, circuit protection (circuit breakers, current limiters, automatic bus transfer), wiring, connectors, control systems, measuring instruments, warning indicators_x000D_
_x000D_
2. System characteristics. power quality, isolation, reliability, interface standardisation_x000D_
_x000D_
3. Issues. electrical load analysis, power quality testing, installation assessment, distribution and load management_x000D_
_x000D_
4. Integration and validation of technologies"
1C0,Propulsion & Power,,"Propulsion & Power - It comprises all the technologies related with aircraft propulsion: performance calculation, aerodynamics of turbomachinery, combustion processes, air-breathing propulsion technologies, heat transfer technologies, engine controls and particular aspects like: nozzles, vectored thrust, reheat and APUs. Fuel and lubricants and emissions/pollution, test facilities and techniques, engine health monitoring and computational methods for propulsion are also included. - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1-C-1. Performance_x000D_
_x000D_
1-C-2. Turbomachinery / Propulsion Aerodynamics _x000D_
_x000D_
1-C-3. Combustion_x000D_
_x000D_
1-C-4. Air-breathing propulsion_x000D_
_x000D_
1-C-5. Heat Transfer_x000D_
_x000D_
1-C-6. Nozzles, Vectored Thrust, Reheat_x000D_
_x000D_
1-C-7. Engine Controls _x000D_
_x000D_
1-C-8. Auxiliary Power Unit _x000D_
_x000D_
1-C-9. Fuels and Lubricants _x000D_
_x000D_
1-C-10. Test Bench Calibration _x000D_
_x000D_
1-C-11. Engine Health Monitoring _x000D_
_x000D_
1-C-12. Experimental Facilities and Measurement Techniques 1-C-13. Computational Methods _x000D_
_x000D_
1-C-14. Emissions pollution _x000D_
_x000D_
1-C-15. Electrical Power Generation & Distribution "
1C6,"Nozzles, Vectored Thrust, Reheat",1C0,"Nozzles, Vectored Thrust, Reheat - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
The performances of the nozzles are strongly linked to the afterbody aerodynamics for supersonic aircraft. On fighters, modifications of the geometry of the nozzle are needed for the adaptation at very different flight conditions. On the botttail boundary layer separation can occur due to jet expansion or flight in incidence or sideslip. In order to reduce the jet noise, some shapes of nozzle can be used on transonic aircraft and solutions with ejector silencer are studied for supersonic aircraft. The reduction of IR signature is an important operational constraint and several techniques of mixing to reduce the jet temperature can be used. Vectored thrust is a means of controlling the aircraft stability or improving the manoeuvrability of the vehicle. Several systems are used (deflectors in the jet, rotation of the nozzle, wall injection inside the nozzle,...)_x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 306) - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Computational Fluid Dynamics_x000D_
_x000D_
2. Wind Tunnel Testing_x000D_
_x000D_
3. Noise Reduction_x000D_
_x000D_
4. Silencer_x000D_
_x000D_
5. Afterbody_x000D_
_x000D_
6. Flow separation_x000D_
_x000D_
7. Infrared Signature"
1C5,Heat Transfer,1C0,"Heat Transfer -  _x000D_
_x000D_
 DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Heat transfers concern mainly the combustor, the turbine and the heat exchangers, if present. In the combustor heat transfers are of two types : convective and radiative. The effect can be damages of the combustor wall through hot points or thermal fatigue due to accumulation of ignition and extinction in the successive flight cycles. The convective heat transfers are due to the direct contact of reacting hot flows with walls. The solutions go through the mastering of fluid dynamics and aerothermochemistry and more precisely of the techniques of wall cooling by film or impingement. Numerical simulation and analytic experimentation play a considerable role in this problem. The radiative heat transfers are due mainly to the emission of hot gases and soots ; the wall to wall radiative transfers are less important. In the turbines, heat transfers are of the convective type. They concern mainly three problems: exchanges between main flow and the external wall of the turbine blades with the associated cooling techniques, cooling of the blades by internal air circuits and the transfer of energy in internal rotating cavities in the core of the engine. In this last case, the flow rates being very low, the movements of the fluid in the cavity are completely driven by the friction on the walls, necessitating a great mastering of turbulence phenomena. In the heat exchangers, heat transfers are the reason to use this component. New conceptions of these devices must be developed to meet the requirements of aeronautical constraints as compacity, weights, geometrical adaptation. In the three cases, investigations must be coupled to the study of conductive heat transfers inside the materials._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 305) - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. turbulence_x000D_
_x000D_
2. rotating flows_x000D_
_x000D_
3. radiation_x000D_
_x000D_
4. diagnostics"
1C12,Experimental Facilities and Measurement Techniques,1C0,"Experimental Facilities and Measurement Techniques - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Characterisation of reactive flows requires the knowledge of several parameters: concentration and temperature of various species, as well as velocity and turbulence. These quantities are currently obtained by non intrusive optical techniques based on either molecular or particle scattering._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 312) - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Measurements of temperatures and concentrations: CARS (Coherent Anti-Stokes Raman Scattering), LIF (Laser Induced Fluorescence), LII (Laser Induced Incandescence), DFWM (Degenerated Four Wave Mixing), REMPI (Resonantly Enhanced Multi-Photon Ionisation), DLAS (Diode Laser Absorption Spectroscopy), EBF (Electron Beam Fluorescence)._x000D_
_x000D_
2. Velocity measurements: LDV (Laser Doppler Velocimetry), PIV (Particle Image Velocimetry), DGV (Doppler Global Velocimetry), PDA (Phase Doppler Anemometry: velocity and particle size), L2F (Laser Two-Focus Velocimetry)."
1C1,Performance,1C0,"Performance - DEFINITION_x000D_
_x000D_
Turbomachines are systems that consist in an assembly of several components. The components that have an influence on performances are mainly the compressor, the combustor and the turbine and eventually the heat exchanger, if present. The turbomachines performances study concerns either the performance of an elementary component or the overall performance of the machine that depends directly upon the performances of each component that are the data to be introduced in cycles studies to evaluate this overall performance. The efficiency of the system has a direct effect on the production of green house effect carbon dioxide. Experimental measurements remain a major way to evaluate the real performances of a turbojet, at ground or high altitude conditions. Nevertheless numerical simulation, steady and unsteady, becomes more and more reliable and induces a noticeable reduction of development times even if an ultimate final experimental verification is still necessary. Performances of every elementary components, compressors etc ..., tend to reach their limits and the quest of a still better performance, particularly to reduce the greenhouse effect by consumption reduction, needs to consider new and more complicated cycles, involving for instance heat exchangers. - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. compressor : pressure ratio, efficiency, resistance to distortion, stall margin, active control, number of stages_x000D_
_x000D_
2. turbine : efficiency, cooling, number of stages_x000D_
_x000D_
3. combustion : efficiency, stability, ignition, extinction, instabilities, active control, gaseous emissions, soots_x000D_
_x000D_
4. the complete engine : thrust, specific thrust, weight, dimensions, specific consumption, emission indices, noise_x000D_
_x000D_
5. lifetime_x000D_
_x000D_
6. maintenance constraints_x000D_
_x000D_
7. cost"
1C4,Air-breathing propulsion,1C0,"Air-breathing propulsion - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
In air intakes the kinetic energy is partially transformed into pressure. The distortion of the flow in front of the engine is due to the non uniformity of the flow in front of the lips, the shape of the diffusor, the development of boundary layer on the walls and sometimes the shock-boundary layer interaction. This distortion has to be reduced to keep a good efficiency of the turbojet. The mass flow needed by the engine has to be provided by the air intake for the overall flight envelope. Thus additional inlets or variable geometry are used for supersonic aircraft and fighter. For supersonic vehicles (aircraft and missile) external flow compression induces a penalty for the cowl drag, so mixed compression air intakes are interesting for high cruise Mach numbers. However in this case, some small perturbations can cause the buzz phenomenon by dynamic effect of the shock displacement near the throat. Some devices have to be developed to prevent this risk (internal diverter, porous wall,...). For turboprops, air intakes are located behind the propeller or under the rotor and these strong interactions have to be taken in account in air intake design. At the take-off the presence of the propeller reduce locally the leading edge slat efficiency. The rotative movement of the airflow issued from the propeller is at the origin of a rolling moment to be controlled. The design of air intake and its installation on the vehicle have to respect some constraints like noise reduction and minimisation of radar signature. Others problems are the icing of the lips and the ingestion of sand, dust or birds. - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Computational Fluid Dynamics_x000D_
_x000D_
2. Intakes_x000D_
_x000D_
3. Propeller, propfans, turbojets, turbofan_x000D_
_x000D_
4. Wind Tunnel Testing_x000D_
_x000D_
5. Noise reduction_x000D_
_x000D_
6. Radar signature_x000D_
_x000D_
7. Buzz_x000D_
_x000D_
8. Icing_x000D_
_x000D_
9. Ingestion"
1C14,Emissions pollution,1C0,"Emissions pollution - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
These topics are of the most importance in the actual context. The emissions of the turbojets are produced by the combustion. They are of two categories : minor and major species. Minor species : NOx, CO, HC, particulates, are characterised by the fact that in certain conditions they can be quasi avoided. The art of the engineer consists in finding the best compromise to minimise these emissions, some, like NOx and CO, necessitating contradictory conditions. Their study requires a great knowledge in advanced chemical kinetics, particularly for soots : precursors, nucleation, growth and oxidation. The characteristic times are of the order of the millisecond. Major species : CO2, H2O, have a production strictly proportional to the fuel consumption and cannot be avoided. They concern mainly the greenhouse effect. The only way to reduce them is to reduce the fuel consumption and the solution relies on overall engine, and aircraft, efficiencies. The effect of these emissions on the environment involve very complex phenomena belonging to the physical chemistry of the atmosphere. Characteristic times are much longer, from one second to several days. The evolution of the effluents are not deterministic and depend of the local and instantaneous meteorological conditions, and particularly the eventual presence of the solar radiation. These phenomena include heterogeneous mechanisms due to the presence of condensed phases that constitute aerosols presenting important evolution in composition during their lifetime. The two characteristic situations are the local impact, in the vicinity of airports, and the global impact during the flight, the consequences being different for troposphere and stratosphere. In all these problems, sophisticated diagnostics have the greatest importance._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 314) - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. chemical kinetics_x000D_
_x000D_
2. turbulent combustion_x000D_
_x000D_
3. atmosphere physico-chemistry_x000D_
_x000D_
4. diagnostics_x000D_
_x000D_
5. species transport and dispersion"
1D25,Fire protection systems,1D0,"Fire protection systems - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
A fire protection (FP) system in an aircraft includes passive and active FP means. Passive FP is achieved by using fireproof, or fire-resistant, materials. Active FP systems comprise smoke, fire and overheat detectors with indicators, fire suppression devices and a management control sub-system._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 425)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Passive protection - fireblocking layer on materials (e.g. cabin seats), fire-resistant fittings, floor coverings and non-structural applications_x000D_
_x000D_
2. Detection systems - smoke (back-scattering, optical attenuation), fire (gas sensing, near IR, IR), overheat, hot air leakage_x000D_
_x000D_
3. Fire suppression - halon, watermist/nitrogen flooding,   environmental impact, piping, valves, on-board inert gas generation systems, hand-held extinguishing systems_x000D_
_x000D_
4. Control systems - maintenance panels, cockpit display panels, visualisation of system status, audible alerts, design (zonal configuration, redundancy, reliability, systems research, analysis of operational incidents), BITE"
1D6,Sensors integration,1D0,"Sensors integration - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Fusing of data from sensors to present a single, unambiguous picture to the system users._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 406)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Integrated modular avionics_x000D_
_x000D_
2. System interfaces and architectures_x000D_
_x000D_
3. Algorithm development, testing and validation_x000D_
_x000D_
4. Application to navigation, aircraft status and flight data systems"
1D22,Water and waste systems,1D0,"Water and waste systems - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Water is required for crew and passengers, for both drinking and cleaning purposes. Waster from passengers and crew needs to be stored and disposed of in an environmentally responsible manner._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 422)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Fresh water systems - storage, tank capacity, distribution system and flow rate, pressure system, disinfection (chlorine, anodic oxidation), ground handling interface - filling and emptying_x000D_
_x000D_
2. Grey water - disposal system (heating, in-flight spraying)_x000D_
_x000D_
3. Toilets - reliability, maintainability, technologies (recirculation, vacuum), storage and disposal of waste_x000D_
_x000D_
4. Plumbing - pipework, valves, fittings, filters_x000D_
_x000D_
5. Cabin waste - solid/semi-solid/liquid, storage, compaction, avoidance of smells_x000D_
_x000D_
6. Ground handling interface"
1D24,Landing gear and braking systems,1D0,"Landing gear and braking systems - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Research and technology associated with the landing gear, wheels, tyres, braking and steering systems._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 424)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Landing gear - configuration and design, shock absorption (active and passive damping), load control systems, control theory aspects, power demand, corrosion protection_x000D_
_x000D_
2. Wheels - construction, design (main and nose wheels)_x000D_
_x000D_
3. Tyres - construction, design, temperature and pressure sensors and monitoring, operation under loads, wear prediction_x000D_
_x000D_
4. Braking system - materials (carbon, steel), anti-skid systems (integrated brake monitoring, anti-skid valves, brake management systems), automatic braking systems, temperature sensors and monitoring systems, accumulators, pressure transducers_x000D_
_x000D_
5. Steering system - nosewheel steering"
1D5,Electronics & Microelectronics for on-board systems,1D0,"Electronics & Microelectronics for on-board systems - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Research and technology addressing the development, integration, validation and use of new electronic and micro-electronic systems on aircraft, including the facilitation of the More Electric Aircraft  concept._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 405)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. New materials_x000D_
_x000D_
2. Power, weight and cooling requirement reductions_x000D_
_x000D_
3. Reliability increase_x000D_
_x000D_
4. Component and system interfaces and architectures_x000D_
_x000D_
5. MEMS"
1D7,Flight Data/Flight Recording,1D0,"Flight Data/Flight Recording - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Commercial aircraft are required to be fitted with devices that record flight information that can be used to help reconstruct the events leading up to an aircraft incident or accident._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 407)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Cockpit voice recorder (CVR). recording technology_x000D_
_x000D_
2. CVR sensors (microphones)_x000D_
_x000D_
3. CVR. reconstruction tools and algorithms_x000D_
_x000D_
4. Flight data recorder (FDR). recording technology_x000D_
_x000D_
5. FDR. sensors_x000D_
_x000D_
6. FDR. reconstruction tools and algorithms_x000D_
_x000D_
7. Passenger cabin recording equipment"
1D21,Environmental control System,1D0,"Environmental control System - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Aircraft environmental control systems (ECS) provide the means to ensure a controlled environment within the aircraft interior, in terms of air supply, air flow, temperature, pressure and humidity. In addition to normal cabin-air requirements, certain areas of aircraft have special ECS-related operational and safety requirements, such as adequate cooling of equipment or removal of smoke or odours._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 421)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Provision of fresh air - bleed air, ozone converter, air conditioning/cooling packs (heat exchangers, turbines, compressors, air mix chambers)_x000D_
_x000D_
2. Air filters - activated charcoal, HEPA, filter status monitoring_x000D_
_x000D_
3. Exhaust of cabin air - pressure control, outflow valves_x000D_
_x000D_
4. Recirculation system - CO, CO2 monitoring and removal_x000D_
_x000D_
5. Temperature, humidity control_x000D_
_x000D_
6. Cabin ventilation and ducting system - flow patterns analysis, tools and modelling, zonal distribution, avoidance of draughts and stagnant areas_x000D_
_x000D_
7. Control systems - status indicators, parameter level and system warning indicators, manual regulators for emergency use_x000D_
_x000D_
8. Air quality monitoring and analysis - development of comfort index_x000D_
_x000D_
9. Ground operations of ECS - APU, external air conditioning units_x000D_
_x000D_
10. Personal climate control facilitation (temperature, airflow, humidity)s - loading, handling, restraining, monitoring, integration"
1D23,Fuel systems,1D0,"Fuel systems - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Research and technology associated with the aircraft fuel storage and distribution systems._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 423)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Storage - tank location, design, construction_x000D_
_x000D_
2. Distribution systems - pipes, valves, isolation systems, pumps_x000D_
_x000D_
3. Management system - level indicators, actuators, control system_x000D_
_x000D_
4. Refuelling and defuelling systems_x000D_
_x000D_
5. Safety issues - fire protection measures, electrical bonding straps and jumpers"
1D15,Lighting systems,1D0,"Lighting systems - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Research and technology into internal and external aircraft lighting systems._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 415)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Lighting technologies. LED, incandescent, fluorescent, high-density discharge, electro-luminescent_x000D_
_x000D_
2. Operational considerations. power requirements, reliability, flexibility in installation and operation, reduction in maintenance requirements_x000D_
_x000D_
3. Safety considerations. robustness, redundancy_x000D_
_x000D_
4. Lighting types. ambient cabin, task cabin (reading etc), information and guidance, safety, flight-deck, external anti-collision"
1D16,Aircraft Security,1D0,"Aircraft Security - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Aircraft security measures are the physical protection measures required in order to protect the aircraft and the passengers and crew when they are on-board._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 416 and PAE insertion about Cybersecurity)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Systems and procedures for identification and access of personnel to the flight deck_x000D_
_x000D_
2. On-board explosives detection systems_x000D_
_x000D_
3. Alarm systems (e.g. panic alarms for cabin staff, seatback phones for passengers)_x000D_
_x000D_
4. Cockpit security monitoring systems (voice recorders, video surveillance etc)_x000D_
_x000D_
5. Passenger cabin security monitoring systems (voice recorders, video surveillance etc)_x000D_
_x000D_
6. Security systems deployed by armed sky marshals_x000D_
_x000D_
7. Tamper-proof and multiply-redundant transponder systems_x000D_
_x000D_
8. Modified collision and terrain-avoidance systems (to prevent aircraft from being crashed deliberately)_x000D_
_x000D_
9. Modified automatic landing systems (to enable forced landing of aircraft by ground authorities after it has_x000D_
_x000D_
been hijacked)_x000D_
_x000D_
10. Cybersecurity procedures and systems._x000D_
_x000D_
Comment: see also Area 'Structures, Materials & Processes'"
1D17,Mission Sensors & Equipments,1D0,"Mission Sensors & Equipments - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
It covers sensors and equipments embarked into the platforms providing capabilities and functions needed for the platform missions and not linked to flight support or any other generic platform function. I may include intelligence, surveillance, target acquisition and reconnaissance, ISTAR and they can be passive or active detection sensors covering the whole spectrum (i.e.: radars, electronic defence systems, electro-optical systems, etc…). It also includes communication and identification systems needed for specific mission execution._x000D_
_x000D_
It can also includes magnetic sensors and any other detection mean needed for mission execution._x000D_
_x000D_
Applications can be military or civil/scientific ones._x000D_
_x000D_
 _x000D_
_x000D_
Examples:_x000D_
_x000D_
_x000D_
 Meteorological radar or radar altimeter are not mission sensors, but a SAR or a multifunctional radar are indeed._x000D_
 A FLIR is clearly a mission sensor._x000D_
 Pilot radio for flight control is not included here, but specific data links (like link16 or MIDS) are mission equipments._x000D_
 IFF is also included here._x000D_
_x000D_
_x000D_
 _x000D_
_x000D_
(Source: PAE own elaboration)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
_x000D_
 Intelligence_x000D_
 Surveillance_x000D_
 Target acquisition_x000D_
 Reconnaissance_x000D_
 Communications_x000D_
 Identification_x000D_
 Others_x000D_
_x000D_
_x000D_
 "
1D11,Optics - Optronics - Lasers - Image processing and data fusion,1D0,"Optics - Optronics - Lasers - Image processing and data fusion - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Research and technology associated with the use of optical, electro-optical and optronics systems; and the collection and fusing of data from such systems._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 411)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. System interfaces and architectures_x000D_
_x000D_
2. Reductions in power, weight and cooling requirements_x000D_
_x000D_
3. Integration with avionics_x000D_
_x000D_
4. Radar data processing (RDP)_x000D_
_x000D_
5. Sources of surveillance data_x000D_
_x000D_
6. Optics sensors. enhanced vision sensors, light intensifiers, solid state lasers, MOEMS (Micro electrooptical mechanical systems)_x000D_
_x000D_
7. Nano technologies_x000D_
_x000D_
8. Signal processing_x000D_
_x000D_
9. High bandwidth data transmission_x000D_
_x000D_
10. Data fusion. architectures, algorithms, validation"
1D18,Pneumatic systems,1D0,"Pneumatic systems - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Pneumatic systems provide compressed air to pressurise the aircraft water supply system, for wing ice protection, and as emergency back-up for hydraulic sub-systems._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 418)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Components. LP air cylinders, pressure gauges and warning lights, pipework, valves and fittings, filters, seals_x000D_
_x000D_
2. Wing ice protection. ice sensor integration for Protection on Demand, hybrid wing heating_x000D_
_x000D_
3. Provision of emergency oxygen systems for passengers and crew_x000D_
_x000D_
4. Emergency inflation systems (rafts, escape slides etc)"
1D19,Hydraulic power generation & distribution,1D0,"Hydraulic power generation & distribution - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Research and technology associated with the use of hydraulic systems (power generation, control and distribution)._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 419)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Components. reservoirs, pumps, valves (pressure regulators and directional control), accumulators, filters, supply and return lines, seals, actuators, fittings and control systems_x000D_
_x000D_
2. Design. tools to support modelling for dynamic performance analysis_x000D_
_x000D_
3. Interfaces with other aircraft systems"
