"project_id","title","description","text","labels","timestamp"
"P00433","Smart Valve, low cost, low weight and high reliability for tank and cargo compartment inerting systems.","Valve for Inerting Sytem with Termal ACtuator. The present proposal, called VISTAC, offers cooperation between GDTech, highll skilled company in the field of simulation of thermal, fluid and muliphysics behavior of aeronautical equipment and Equip’Aero TECHNIQUE, recognized design and production organization for aircraft fluid management equipment including innovative solutions. This strong partnership combines expertise in all required fields and experienced practice in working-in and managing research projects. These elements are a guarantee of VISTAC success. A low weight, low cost, high reliability and maintenability optimized multiposition valve will be developped for the needs of future generation of halon free fire extinguishing systems using a common On Board Inert Gas Generation (OBIGGS) with the fuel tank inerting system. State of the art knowledge of the partners in valves technologies will be associated with the development of a new generation of electromechanical actuator using thermal effects. Heat generated by electrical signal is converted into mechanical force and stroke by the mean of Shape Memory Alloys elements or thermostatic wax elements developped in the ATHT project already ongoing in Equip’Aero Technique R&T department. Valve developed will be maturated to TRL6 and will be ready for manufacturing to MRL6. Topic leader and partners may then be able to propose to further certification an optimized fire exitinguishing system with reduced environmental fooprint incorporating a smart multiposition valve. EU industrials and environment shall greatly benefit from this study, thanks to a strong dissemination plan and a wide communication strategy.","Smart Valve, low cost, low weight and high reliability for tank and cargo compartment inerting systems.. Valve for Inerting Sytem with Termal ACtuator. The present proposal, called VISTAC, offers cooperation between GDTech, highll skilled company in the field of simulation of thermal, fluid and muliphysics behavior of aeronautical equipment and Equip’Aero TECHNIQUE, recognized design and production organization for aircraft fluid management equipment including innovative solutions. This strong partnership combines expertise in all required fields and experienced practice in working-in and managing research projects. These elements are a guarantee of VISTAC success. A low weight, low cost, high reliability and maintenability optimized multiposition valve will be developped for the needs of future generation of halon free fire extinguishing systems using a common On Board Inert Gas Generation (OBIGGS) with the fuel tank inerting system. State of the art knowledge of the partners in valves technologies will be associated with the development of a new generation of electromechanical actuator using thermal effects. Heat generated by electrical signal is converted into mechanical force and stroke by the mean of Shape Memory Alloys elements or thermostatic wax elements developped in the ATHT project already ongoing in Equip’Aero Technique R&T department. Valve developed will be maturated to TRL6 and will be ready for manufacturing to MRL6. Topic leader and partners may then be able to propose to further certification an optimized fire exitinguishing system with reduced environmental fooprint incorporating a smart multiposition valve. EU industrials and environment shall greatly benefit from this study, thanks to a strong dissemination plan and a wide communication strategy.","",""
"P00434","Hybrid Aircraft; academic reSearch on Thermal and Electrical Components and Systems","The HASTECS project aims at supporting the demonstration of radical aircraft configurations (CS-2/WP1.6) by means of models and tools development that can help the designers in assessing main benefits of architectures and power management of hybrid electric propulsion. The proposed consortium involves all competences to face the huge complexity of this process. All academic researchers will gather their expertise to optimize the overall hybrid power chain, starting with electric and thermal components up to system integration by taking into account main environmental constraints. Assessments will be integrated at the system level and will include design and analysis of main components of the hybrid power chain: electric machines and related cooling, cables, power electronics and related thermal management. This system integration will take into account the main environmental constraints, especially partial discharges due to new high power and ultra-high voltage standards. The HASTECS project proposes to reach aggressive targets with a strong increase of specific powers for the main components; We especially target to double the specific power of electric machines from 5kW/kg for 2025 to 10kW/kg for 2035 while specific powers of converters would evolve from 15kW/kg for 2025 to 25kW/kg for 2035: this expected gap, when installing 4 inverter–motor drives of 1.5MW, will lead to a weight reduction of 1.8 tons, which will offer a significant fuel burn reduction estimated at 3.5% for a short range (~300nm) flight. Additional fuel burn reduction will be obtained thanks to several technological steps as on “auxiliary sources” (batteries, fuel cells, etc) and by optimizing the overall system sizing integrating the power management. Recent assessments estimate that the reduction of total energy provided by both Gas Turbines and auxiliaries (batteries of fuel cells) of the most promising electric hybrid architecture may go beyond 20% for a 300nm regional flight!","Hybrid Aircraft; academic reSearch on Thermal and Electrical Components and Systems. The HASTECS project aims at supporting the demonstration of radical aircraft configurations (CS-2/WP1.6) by means of models and tools development that can help the designers in assessing main benefits of architectures and power management of hybrid electric propulsion. The proposed consortium involves all competences to face the huge complexity of this process. All academic researchers will gather their expertise to optimize the overall hybrid power chain, starting with electric and thermal components up to system integration by taking into account main environmental constraints. Assessments will be integrated at the system level and will include design and analysis of main components of the hybrid power chain: electric machines and related cooling, cables, power electronics and related thermal management. This system integration will take into account the main environmental constraints, especially partial discharges due to new high power and ultra-high voltage standards. The HASTECS project proposes to reach aggressive targets with a strong increase of specific powers for the main components; We especially target to double the specific power of electric machines from 5kW/kg for 2025 to 10kW/kg for 2035 while specific powers of converters would evolve from 15kW/kg for 2025 to 25kW/kg for 2035: this expected gap, when installing 4 inverter–motor drives of 1.5MW, will lead to a weight reduction of 1.8 tons, which will offer a significant fuel burn reduction estimated at 3.5% for a short range (~300nm) flight. Additional fuel burn reduction will be obtained thanks to several technological steps as on “auxiliary sources” (batteries, fuel cells, etc) and by optimizing the overall system sizing integrating the power management. Recent assessments estimate that the reduction of total energy provided by both Gas Turbines and auxiliaries (batteries of fuel cells) of the most promising electric hybrid architecture may go beyond 20% for a 300nm regional flight!","",""
"P00435","Feasibility study for URBAN PROTECTION AVIATION COPTER S-100","SCHIEBEL will develop a new unmanned aerial system (UAS) for civil market applications including urban security which will be more cost-effective, reliable and versatile than current solutions. Currently air authorities worldwide are formulating the conditions to be able to operate UAS in the civil airspace, opening a myriad of new market opportunities. With its long-term experience and leadership in the UAS market and its cooperation with regulatory authorities, SCHIEBEL is expected to be the first company to operate in the category of professional UAS, a global market which is expected to reach a volume of 700 million USD in the next five years. SCHIEBEL’s UPAC S-100 will revolutionize disaster relief, protection and surveillance of critical infrastructure and other areas in urban environments, such as: - Supporting first responders in monitoring disaster areas (e.g., the fire brigade in locating a fire, where people are exiting or how to get around the problem area) - Instantly creating a temporary mobile phone network in only 30 minutes, dropping leaflets and talking to people via loudspeakers in case of destroyed infrastructure - Entering contaminated areas (too risky for manned assets) and identifying (through sensors) biological/chemical hazard leaks - Fast and flexible response to criminal acts (including terrorism) - Inspections/maintenance of critical infrastructures, e.g. power lines and pipelines - Improving coast guard activities, maritime emergency response and border control The Feasibility Assessment will define the regulatory requirements, the business case, the necessary technical developments and the changes needed within SCHIEBEL’s organization. It will define precisely the market potential in terms of geographical areas, type of clients, potential revenues and market size, establishing a roadmap with clear priorities, actions and targets.","Feasibility study for URBAN PROTECTION AVIATION COPTER S-100. SCHIEBEL will develop a new unmanned aerial system (UAS) for civil market applications including urban security which will be more cost-effective, reliable and versatile than current solutions. Currently air authorities worldwide are formulating the conditions to be able to operate UAS in the civil airspace, opening a myriad of new market opportunities. With its long-term experience and leadership in the UAS market and its cooperation with regulatory authorities, SCHIEBEL is expected to be the first company to operate in the category of professional UAS, a global market which is expected to reach a volume of 700 million USD in the next five years. SCHIEBEL’s UPAC S-100 will revolutionize disaster relief, protection and surveillance of critical infrastructure and other areas in urban environments, such as: - Supporting first responders in monitoring disaster areas (e.g., the fire brigade in locating a fire, where people are exiting or how to get around the problem area) - Instantly creating a temporary mobile phone network in only 30 minutes, dropping leaflets and talking to people via loudspeakers in case of destroyed infrastructure - Entering contaminated areas (too risky for manned assets) and identifying (through sensors) biological/chemical hazard leaks - Fast and flexible response to criminal acts (including terrorism) - Inspections/maintenance of critical infrastructures, e.g. power lines and pipelines - Improving coast guard activities, maritime emergency response and border control The Feasibility Assessment will define the regulatory requirements, the business case, the necessary technical developments and the changes needed within SCHIEBEL’s organization. It will define precisely the market potential in terms of geographical areas, type of clients, potential revenues and market size, establishing a roadmap with clear priorities, actions and targets.","",""
"P00436","Sustainable and Cost Efficient High Performance Composite Structures demanding Temperature and Fire Resistance","In order to maintain the leadership of the European aeronautics, the SuCoHS project will investigate potential weight and cost savings in expanding the use of composite materials in areas of demanding high thermal conditions (high temperature and fire). In particular, this project envisages new structural concepts with novel multi-material composites to provide high resistivity against thermal, mechanical and fire loading. These developments also cater for high production rates, providing a cost competitive manufacturing process at minimum material and energy consumption, while reducing the requirement for visual inspection or rework. New solutions for structural health monitoring are considered within the structures to enable condition-based maintenance taking into account actual loading and structural conditions. Instead of an isolated investigation of innovative technologies the project will develop an integrated framework for the adaption of these promising technologies to different aeronautic components to increase efficiency during design, manufacturing and operation. Three industrial use cases are defined from real industrial design challenges to set requirements, to validate new technologies and to demonstrate technical feasibility near to operation environment: a high temperature resistance nacelle component, a composite aircraft interior shell and a tail cone panel substructure. The SuCoHS project gathers 14 partners from 7 European countries, amongst which 2 technical universities, 3 research centers, 4 SMEs and 8 large companies. The requested EU funding amounts to 6 638 944 Euros for a 3-year project duration.","Sustainable and Cost Efficient High Performance Composite Structures demanding Temperature and Fire Resistance. In order to maintain the leadership of the European aeronautics, the SuCoHS project will investigate potential weight and cost savings in expanding the use of composite materials in areas of demanding high thermal conditions (high temperature and fire). In particular, this project envisages new structural concepts with novel multi-material composites to provide high resistivity against thermal, mechanical and fire loading. These developments also cater for high production rates, providing a cost competitive manufacturing process at minimum material and energy consumption, while reducing the requirement for visual inspection or rework. New solutions for structural health monitoring are considered within the structures to enable condition-based maintenance taking into account actual loading and structural conditions. Instead of an isolated investigation of innovative technologies the project will develop an integrated framework for the adaption of these promising technologies to different aeronautic components to increase efficiency during design, manufacturing and operation. Three industrial use cases are defined from real industrial design challenges to set requirements, to validate new technologies and to demonstrate technical feasibility near to operation environment: a high temperature resistance nacelle component, a composite aircraft interior shell and a tail cone panel substructure. The SuCoHS project gathers 14 partners from 7 European countries, amongst which 2 technical universities, 3 research centers, 4 SMEs and 8 large companies. The requested EU funding amounts to 6 638 944 Euros for a 3-year project duration.","",""
"P00437","A REVOLUTIONARY SAFE, QUIET, LONG RANGE, PERSONAL VERTICAL TAKEOFF AND LANDING (VTOL) DEVICE","World urban population is expected to grow by 2.5B in 2050, causing severe delays to commuter, freight and first responder mobility. This costs Europe €100B yearly and is anticipated to cause a productivity loss of €238.7 billion annually for UK, France, Germany and the USA in 2030. Various proactive actions have been proposed in recent years, with exciting developments emerging in air urban mobility, focused on personal vertical lift off, VTOL, aircraft. Many solutions developed so far are mostly electric powered limiting flight endurance to a maximum of 30 minutes due to immature battery technology, unreliable safety, bulky design (rotor configuration >4m) and excessive noise. As VB Hi-Tech Ventures, our start-up company specialising in the design of personal flying devices, we developed Audax Aero, a VTOL aircraft designed to improve flight distance to a range of 300km/2 hours without refuelling, while improving pilot safety thanks to a hybrid propulsion system that also reduce noise levels. Our target users are first responders, cargo delivery companies, commuters and recreational industry who need quick transportation and improved mobility to inaccessible areas. We are targeting the UAVs for first responder market projected to reach €106B in 2019, UAV market which is expected to grow by €1.69B from 2016 to 2023 and VTOL market which is expected to reach €4.3B in 2026. We have invested €150,000 for the development of Audax Aero and we will validate the functionality and specifications by conducting computer simulations and testing a prototype to be built in Phase 1 as well as search for development and component supply partners. In addition to developing an Intellectual Property strategy and dissemination plan, we will also outline the activities and timelines for the Phase 2 project towards a 2022 market launch. We anticipate a profit and revenue of €9,93M and €19,26M for the 5 year exploitation period respectively, with 160 employment opportunities created.","A REVOLUTIONARY SAFE, QUIET, LONG RANGE, PERSONAL VERTICAL TAKEOFF AND LANDING (VTOL) DEVICE. World urban population is expected to grow by 2.5B in 2050, causing severe delays to commuter, freight and first responder mobility. This costs Europe €100B yearly and is anticipated to cause a productivity loss of €238.7 billion annually for UK, France, Germany and the USA in 2030. Various proactive actions have been proposed in recent years, with exciting developments emerging in air urban mobility, focused on personal vertical lift off, VTOL, aircraft. Many solutions developed so far are mostly electric powered limiting flight endurance to a maximum of 30 minutes due to immature battery technology, unreliable safety, bulky design (rotor configuration >4m) and excessive noise. As VB Hi-Tech Ventures, our start-up company specialising in the design of personal flying devices, we developed Audax Aero, a VTOL aircraft designed to improve flight distance to a range of 300km/2 hours without refuelling, while improving pilot safety thanks to a hybrid propulsion system that also reduce noise levels. Our target users are first responders, cargo delivery companies, commuters and recreational industry who need quick transportation and improved mobility to inaccessible areas. We are targeting the UAVs for first responder market projected to reach €106B in 2019, UAV market which is expected to grow by €1.69B from 2016 to 2023 and VTOL market which is expected to reach €4.3B in 2026. We have invested €150,000 for the development of Audax Aero and we will validate the functionality and specifications by conducting computer simulations and testing a prototype to be built in Phase 1 as well as search for development and component supply partners. In addition to developing an Intellectual Property strategy and dissemination plan, we will also outline the activities and timelines for the Phase 2 project towards a 2022 market launch. We anticipate a profit and revenue of €9,93M and €19,26M for the 5 year exploitation period respectively, with 160 employment opportunities created.","",""
"P00438","Innovative EASA certified dynamic test method for 16g aircraft seat cushions","Airplane seat cushions are designed to be safe, comfortable, supportive for passengers' legs and backs, and lightweight to save fuel and CO2 emissions. But how many times did you experience worn out, uncomfortable cushions, too hard on legs and back? This happens because seat cushions should be replaced every 4-5 years, to maintain their safety and comfort characteristics. But cushions replacement is expensive: a cushions set may cost 600 € and, when original replacements are no more in production the whole seat must be replaced (~1.300 €/pax). In fact cushions need to be certified along with the seat, through expensive crash tests. So airlines delay cushions replacements and passengers travel on unsafe and uncomfortable seats. Testori Aero Supply (TAS) has found a way to overcome this deadlock: it has developed a test method for 16g monolithic models that certifies cushions only, independently from the crash test on the whole seat. This method has been approved by European Aviation Safety Authority (EASA). TAS is the unique company able to sell alternative 16g certified monolithic cushions, at an extremely competitive price (160 €/pax). This project intends to extend this certification method (and obtain EASA/FAA approval) to a new type of airplane cushions, the 16g multilayer, that have been recently introduced in the market by Original Manufacturers (OEM) to increase passenger's comfort and lower weight. Grace to this method TAS will produce and commercialize certified 16g multilayer cushion replacements, at an average sale price of 240 €/pax, thus becoming de-facto the only authorized competitor of OEM. The feasibility study conducted in SME action Phase 1 has assessed the project feasibility, costs and impacts on the company and on other SMEs of the production chain, and has outlined a business scenario where TAS will more than double its turnover by 2020 (+160%), increase market share by 10%, and achieve 20% ROS and 72% ROI.","Innovative EASA certified dynamic test method for 16g aircraft seat cushions. Airplane seat cushions are designed to be safe, comfortable, supportive for passengers' legs and backs, and lightweight to save fuel and CO2 emissions. But how many times did you experience worn out, uncomfortable cushions, too hard on legs and back? This happens because seat cushions should be replaced every 4-5 years, to maintain their safety and comfort characteristics. But cushions replacement is expensive: a cushions set may cost 600 € and, when original replacements are no more in production the whole seat must be replaced (~1.300 €/pax). In fact cushions need to be certified along with the seat, through expensive crash tests. So airlines delay cushions replacements and passengers travel on unsafe and uncomfortable seats. Testori Aero Supply (TAS) has found a way to overcome this deadlock: it has developed a test method for 16g monolithic models that certifies cushions only, independently from the crash test on the whole seat. This method has been approved by European Aviation Safety Authority (EASA). TAS is the unique company able to sell alternative 16g certified monolithic cushions, at an extremely competitive price (160 €/pax). This project intends to extend this certification method (and obtain EASA/FAA approval) to a new type of airplane cushions, the 16g multilayer, that have been recently introduced in the market by Original Manufacturers (OEM) to increase passenger's comfort and lower weight. Grace to this method TAS will produce and commercialize certified 16g multilayer cushion replacements, at an average sale price of 240 €/pax, thus becoming de-facto the only authorized competitor of OEM. The feasibility study conducted in SME action Phase 1 has assessed the project feasibility, costs and impacts on the company and on other SMEs of the production chain, and has outlined a business scenario where TAS will more than double its turnover by 2020 (+160%), increase market share by 10%, and achieve 20% ROS and 72% ROI.","",""
"P00439","Advanced Integrated RPAS Avionics Safety Suite","This proposal addresses “Topic 03: Aircraft Systems” of the SESAR ER RPAS call. Drones appear in a large variety of types, configurations and sizes. They are operated in a large variety of operational environments (i.e. locations, classes of airspace). However, it is essential that they interoperate with other drones as well as with manned aircraft. This proposal addresses the on-board technologies for drones that are required in order to implement the Unmanned Traffic Management (UTM) concept for drone operations at Very Low Level (VLL) and within the Visual Flight Rules (VFR) environment. The project will cover Detect And Avoid (D&A) systems for cooperative and non-cooperative traffic, auto-pilot systems as well as Communication, Navigation and Surveillance (CNS) systems. This project will identify the available CNS infrastructure and on-board technologies to formulate an implementation approach. Based on this an on-board system concept will be developed and evaluated.","Advanced Integrated RPAS Avionics Safety Suite. This proposal addresses “Topic 03: Aircraft Systems” of the SESAR ER RPAS call. Drones appear in a large variety of types, configurations and sizes. They are operated in a large variety of operational environments (i.e. locations, classes of airspace). However, it is essential that they interoperate with other drones as well as with manned aircraft. This proposal addresses the on-board technologies for drones that are required in order to implement the Unmanned Traffic Management (UTM) concept for drone operations at Very Low Level (VLL) and within the Visual Flight Rules (VFR) environment. The project will cover Detect And Avoid (D&A) systems for cooperative and non-cooperative traffic, auto-pilot systems as well as Communication, Navigation and Surveillance (CNS) systems. This project will identify the available CNS infrastructure and on-board technologies to formulate an implementation approach. Based on this an on-board system concept will be developed and evaluated.","",""
"P00440","Optimised Electric Network Architectures and Systems for More-Electric Aircraft","ORCHESTRA combines: · The leading University in Europe (UNOTT) on Aircraft electrification, · Europe’s leading Regional Aircraft Company (LDO VEL), · The world largest provider of aircraft Systems (SAF & SEP), · Leading experts on Thermal Management (CIRA&FhG) and Electrical Energy Storage Technologies (AIT), · Innovative businesses specialising in technologies for Aircraft Electrification (SKLE, BSIM &AER) · Leading experts with decades of experience in aircraft certification (VR-ASP) to deliver the “Technological Building Blocks” (TBB) that will form the foundation for the development of Much More Electric Aircraft (M2EA). The key quantitative objectives achieved by ORCHESTRA will include overall EPS weight reduction by 25% and improvement in EPS efficiency by 10% compared to the current state-of-the-art. The ORCHESTRA consortium will investigate all the relevant technical aspects including electrical architectures, machines, power management and control, harness solutions, thermal management, electric energy storage, experimental and virtual testing, as well as systems integration, to develop and deliver a holistic framework of innovative modular scalable “building blocks” that incorporate emerging technologies and breakthrough design ideas. Each partner within the Consortium has been carefully selected due to their world leading expertise in the technology areas indicated Figure 3. The involvement of VR-ASP, with decades of experience on aircraft certification, is noteworthy to ensure that TBBs delivered through ORCHESTRA will be designed with a clear path to certification from the outset. This will be complemented through the involvement of EASA on the Industrial Advisory Board.","Optimised Electric Network Architectures and Systems for More-Electric Aircraft. ORCHESTRA combines: · The leading University in Europe (UNOTT) on Aircraft electrification, · Europe’s leading Regional Aircraft Company (LDO VEL), · The world largest provider of aircraft Systems (SAF & SEP), · Leading experts on Thermal Management (CIRA&FhG) and Electrical Energy Storage Technologies (AIT), · Innovative businesses specialising in technologies for Aircraft Electrification (SKLE, BSIM &AER) · Leading experts with decades of experience in aircraft certification (VR-ASP) to deliver the “Technological Building Blocks” (TBB) that will form the foundation for the development of Much More Electric Aircraft (M2EA). The key quantitative objectives achieved by ORCHESTRA will include overall EPS weight reduction by 25% and improvement in EPS efficiency by 10% compared to the current state-of-the-art. The ORCHESTRA consortium will investigate all the relevant technical aspects including electrical architectures, machines, power management and control, harness solutions, thermal management, electric energy storage, experimental and virtual testing, as well as systems integration, to develop and deliver a holistic framework of innovative modular scalable “building blocks” that incorporate emerging technologies and breakthrough design ideas. Each partner within the Consortium has been carefully selected due to their world leading expertise in the technology areas indicated Figure 3. The involvement of VR-ASP, with decades of experience on aircraft certification, is noteworthy to ensure that TBBs delivered through ORCHESTRA will be designed with a clear path to certification from the outset. This will be complemented through the involvement of EASA on the Industrial Advisory Board.","",""
"P00441","HYBRID PROPULSION FOR AVIATION","Currently, the light aircraft industry lacks the means to retrofit aircrafts with hybrid technology. This shortcoming leads to a host of problems, of the most significant include: higher maintenance costs, environmental contamination and safety risks. HYPROP is a proposal by the aeronautic company AXTER that will introduce novel technology and an accompanying business model that are aimed at taking current light aircrafts powered only by gasoline engines and converting them into hybrid propulsion aircrafts. The proposed HYBPROP will develop a business model around the company owned prototype AX-50 (based on current commerical AX-40S) which will hybridize the airplane engine (electric-fuel combination) adapting the current piston engine of an airplane. The business model shall include a full installation service, providing services based on the customers needs, as opposed to a product driven approach. This hybrid engine will allow the use of the electric engine during the majority of the flight, reducing the consumption of fuel and the maintenance cost of the engine due to lower usage of the engine. Several solutions have been proposed in the market to achieve a fully electric engine airplane; however, HYBPROP will propose retrofitting already existing airplanes into hybrid propulsion ones as a full service to the airplane owner, in contrast to having this technology available only on new airplanes. The current technology available in the prototype AX-50 (based on operational AX-40S) allows a manned safe landing in the event of failure driving the full propulsion power to the electrical engine and decoupling the failed piston engine. Applying this technology to mixed operation of both engine during the complete operational environment will reduce the fuel consumption by using electrical means during taxi operation and supporting part of the flight. Batteries are charged optimizing the operation or by normal electric line with an adapter in ground.","HYBRID PROPULSION FOR AVIATION. Currently, the light aircraft industry lacks the means to retrofit aircrafts with hybrid technology. This shortcoming leads to a host of problems, of the most significant include: higher maintenance costs, environmental contamination and safety risks. HYPROP is a proposal by the aeronautic company AXTER that will introduce novel technology and an accompanying business model that are aimed at taking current light aircrafts powered only by gasoline engines and converting them into hybrid propulsion aircrafts. The proposed HYBPROP will develop a business model around the company owned prototype AX-50 (based on current commerical AX-40S) which will hybridize the airplane engine (electric-fuel combination) adapting the current piston engine of an airplane. The business model shall include a full installation service, providing services based on the customers needs, as opposed to a product driven approach. This hybrid engine will allow the use of the electric engine during the majority of the flight, reducing the consumption of fuel and the maintenance cost of the engine due to lower usage of the engine. Several solutions have been proposed in the market to achieve a fully electric engine airplane; however, HYBPROP will propose retrofitting already existing airplanes into hybrid propulsion ones as a full service to the airplane owner, in contrast to having this technology available only on new airplanes. The current technology available in the prototype AX-50 (based on operational AX-40S) allows a manned safe landing in the event of failure driving the full propulsion power to the electrical engine and decoupling the failed piston engine. Applying this technology to mixed operation of both engine during the complete operational environment will reduce the fuel consumption by using electrical means during taxi operation and supporting part of the flight. Batteries are charged optimizing the operation or by normal electric line with an adapter in ground.","",""
"P00442","Fault Tolerant Aileron Actuation System for Regional Aircraft","The project TAIRA (Fault Tolerant Aileron Actuation System for Regional Aircraft) will deliver a highly innovative, cost-efficient, fault-tolerant, easy to maintain, safe and lightweight Electro-Mechanical Actuation system for the ailerons of regional aircraft, in full compliance to the Call requirements. In fact the project will offer the Topic Manager the chance to influence the selection out of two design strategies, with one of them offering an unprecedented level of robustness. Both solutions will combine Honeywell’s 60 years of EMA design and manufacturing know-how with its extensive expertise in Prognostics and Health Monitoring systems and Flight Control systems design and integration. This will guarantee not only a credible path to TRL5, but also an inherent certainty of product robustness, high aircraft dispatch availability, low maintenance costs, and minimum life cycle costs. Together with well-considered material choices, we are sure to offer a technology that is not only good for business but also for the environment (considering spare parts stocks, scrap value and high recycle-ability). The eventual TAIRA EMA will be manufactured in the Czech Republic and the UK, and will allow achieving up to 4% specific fuel consumption reduction on the aircraft level, thanks to the effective implementation of the More Electric Aircraft concepts. Considering the high levels of robustness, the jam-tolerant and environment-friendly design, exceptional component reliability (80.000 flight hours) and the low production cost, we are sure that this project will help driving the competitiveness of the European industry.","Fault Tolerant Aileron Actuation System for Regional Aircraft. The project TAIRA (Fault Tolerant Aileron Actuation System for Regional Aircraft) will deliver a highly innovative, cost-efficient, fault-tolerant, easy to maintain, safe and lightweight Electro-Mechanical Actuation system for the ailerons of regional aircraft, in full compliance to the Call requirements. In fact the project will offer the Topic Manager the chance to influence the selection out of two design strategies, with one of them offering an unprecedented level of robustness. Both solutions will combine Honeywell’s 60 years of EMA design and manufacturing know-how with its extensive expertise in Prognostics and Health Monitoring systems and Flight Control systems design and integration. This will guarantee not only a credible path to TRL5, but also an inherent certainty of product robustness, high aircraft dispatch availability, low maintenance costs, and minimum life cycle costs. Together with well-considered material choices, we are sure to offer a technology that is not only good for business but also for the environment (considering spare parts stocks, scrap value and high recycle-ability). The eventual TAIRA EMA will be manufactured in the Czech Republic and the UK, and will allow achieving up to 4% specific fuel consumption reduction on the aircraft level, thanks to the effective implementation of the More Electric Aircraft concepts. Considering the high levels of robustness, the jam-tolerant and environment-friendly design, exceptional component reliability (80.000 flight hours) and the low production cost, we are sure that this project will help driving the competitiveness of the European industry.","",""
"P00443","Immersive Cabin","Exponential technologies are emerging on the market that, when placed in the context of air transport aircraft, enables new functionalities and business models with the potential to enrich the (both mental and physical) passenger well-being, improve the in-flight experience and contribute to an increase of operational efficiency for the airline and airline cabin staff. Although most attention is naturally drawn to the individual application that creates the new business values, a thorough understanding of the underlying infrastructure building blocks, the way these technologies can be used on board transport aircraft, and understanding how these technologies would impact both passenger and cabin crew during flight operations is as important. This project aims to evaluate the use of immersive technologies such as virtual reality and augmented reality in relation to exponential technologies within a cabin environment, to enable them to be used by passengers and cabin crew during (revenue) flight operation. The fundamental question to be answered in this project is how suitable these immersive technologies are for: 1. Increasing well-being of passengers and cabin crew (human factors); 2. Generating ancillary revenue; and 3. Improving operational efficiency. Focus areas within the project are formulated around: 1. Enrichment of the stay of passengers in the cabin space by influencing the field of view. 2. Coordination and cooperation between passenger and cabin crew. 3. Interaction between cabin crew members and cabin crew member with passengers. 4. How the aircraft technology eco-system for hosting exponential technologies inside an aircraft should look like (Architectural point of view) 5. Possibility to extent the aircraft technology eco-system from within the aircraft into the daily life of the passenger/crew member.","Immersive Cabin. Exponential technologies are emerging on the market that, when placed in the context of air transport aircraft, enables new functionalities and business models with the potential to enrich the (both mental and physical) passenger well-being, improve the in-flight experience and contribute to an increase of operational efficiency for the airline and airline cabin staff. Although most attention is naturally drawn to the individual application that creates the new business values, a thorough understanding of the underlying infrastructure building blocks, the way these technologies can be used on board transport aircraft, and understanding how these technologies would impact both passenger and cabin crew during flight operations is as important. This project aims to evaluate the use of immersive technologies such as virtual reality and augmented reality in relation to exponential technologies within a cabin environment, to enable them to be used by passengers and cabin crew during (revenue) flight operation. The fundamental question to be answered in this project is how suitable these immersive technologies are for: 1. Increasing well-being of passengers and cabin crew (human factors); 2. Generating ancillary revenue; and 3. Improving operational efficiency. Focus areas within the project are formulated around: 1. Enrichment of the stay of passengers in the cabin space by influencing the field of view. 2. Coordination and cooperation between passenger and cabin crew. 3. Interaction between cabin crew members and cabin crew member with passengers. 4. How the aircraft technology eco-system for hosting exponential technologies inside an aircraft should look like (Architectural point of view) 5. Possibility to extent the aircraft technology eco-system from within the aircraft into the daily life of the passenger/crew member.","",""
